,AQS_Code,Latitude,Longitude,epoch,co,humid,no,no2,nox,o3,pm25,so2,solar,temp,winddir,windspd,dew,wind_x_dir,wind_y_dir,hour,day_of_year,day,month,year
count,61632,61632.0,61632.0,61632.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61632.0,61632.0,61632.0,61632.0,61632.0
unique,1,,,,,,,,,,,,,,,,,,,,,,,
top,48_201_0416,,,,,,,,,,,,,,,,,,,,,,,
freq,61632,,,,,,,,,,,,,,,,,,,,,,,
mean,,29.686397552490234,-95.29472351074219,1121558250.0,,,,,,,,,,,,,,,,11.5,197.5,15.789719626168225,7.009345794392523,2005.0
std,,0.0,0.0,5337531.0696987985,,,,,,,,,,,,,,,,6.922242710521599,61.77630549773006,8.827476209691033,1.997656529806695,0.0
min,,29.686389923095703,-95.29472351074219,1112313600.0,,,,,,,,,,,,,,,,0.0,91.0,1.0,4.0,2005.0
25%,,29.686389923095703,-95.29472351074219,1116935925.0,,,,,,,,,,,,,,,,5.75,144.0,8.0,5.0,2005.0
50%,,29.686389923095703,-95.29472351074219,1121558250.0,,,,,,,,,,,,,,,,11.5,197.5,16.0,7.0,2005.0
75%,,29.686389923095703,-95.29472351074219,1126180575.0,,,,,,,,,,,,,,,,17.25,251.0,23.0,9.0,2005.0
max,,29.686389923095703,-95.29472351074219,1130802900.0,,,,,,,,,,,,,,,,23.0,304.0,31.0,10.0,2005.0
